Word:			1	1b	2	2b	3	3b	4	4b	5	5b
cyclone			0	0.00018	0	0	0	0	0	0	0	0
kind			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unwilling		0	4e-05	9e-05	0	2e-05	0	2e-05	2e-05	3e-05	0
damned			5e-05	1e-05	1e-05	0	2e-05	1e-05	3e-05	6e-05	5e-05	4e-05
lavish			0	0	0	0	0	0	0	0	0.00029	0
curved			9e-05	7e-05	0	0	0	6e-05	4e-05	0	0	0
firsthand		0	0	0	0.00019	0	0	0	0	0	0
treating		0.00025	9e-05	0	0	0	0	0	0	8e-05	0
godly			0	0	0	0	0	0	0	8e-05	0	0
confinement		0	0	0	0	0	0	0	0.00016	0	0
irresponsible		0	0.00018	0	0	0	0	0	0	0	0
intolerant		0	0	0	0	0	0	0	8e-05	0	0
cracklings		0	0	0	0	0	0	0	8e-05	0	0
fix			0	7e-05	0	4e-05	3e-05	1e-05	3e-05	5e-05	4e-05	2e-05
brogans			0	0	0	0.00019	0	0	0	0	0	0
agreeable		0	0	0	0	0	0	0	8e-05	0	0
mutton			0	0.00025	0	0.00027	0	0	0	0	0	0
varmit			0	0	0	0	0	0	0	8e-05	0	0
belong			5e-05	2e-05	0	4e-05	1e-05	0	4e-05	2e-05	3e-05	4e-05
fines			0	0	0	0	0	0	0	8e-05	0	0
whores			0	0	0	0	0	0	0	0	0.00015	0
fiddling		0	0.00018	0	0	0	0	0	0	0	0
proprietor		0	0	0.00021	0	0	0	0	0	0	0
broods			0	9e-05	0	0	0	0	0	8e-05	0	0.0001
tipsy			0	0	0	0	0.00011	0	0	8e-05	8e-05	0
fall			2e-05	2e-05	0	5e-05	8e-05	3e-05	1e-05	1e-05	1e-05	5e-05
events			0	0.00016	0	0	3e-05	0	0.00013	5e-05	0	6e-05
peered			0	0.00012	0	0	2e-05	0.00013	7e-05	4e-05	0	8e-05
dey'			0	0	0	0	0	0.00015	0	0	0	0
tuberoses		0	0	0.00021	0	0	0	0	0	0	0
helterskelter		0	0	0	0	0	0.00015	0	0	0	0
pointer			0	0	0	0.0001	0	8e-05	0	0	8e-05	0
orangeman		0.00037	0	0.00011	0	0	0	0	8e-05	0	0
masterly		0	0	0	0	0.00011	0	0	0	0	0
irreverence		0	0	0.00021	0	0	0	0	0	0	0
massive			0	5e-05	0	0	3e-05	0	6e-05	2e-05	9e-05	0
hiccough		0	0	0	0	0	0	0	0	0.00015	0
milk			0	0	0	0	0.00028	0.00046	0	4e-05	0	0
oneness			0	0	0	0	0	0.0001	7e-05	0	0	0
nassau			0	0	6e-05	0.00029	3e-05	0	6e-05	0	4e-05	0
task			5e-05	0	5e-05	4e-05	0	3e-05	5e-05	0	0	4e-05
afterward		0	0.00019	0	0	0	8e-05	0.00017	0	0	0
reined			0	0	0	0	0.00011	0	0	0	0	0
absurd			0	0	0	0.0001	0	0	0.00017	0	0	0.0001
treason			0	0	0	0	0	0	0.00011	0	0	0
lightly			2e-05	2e-05	0	2e-05	1e-05	1e-05	1e-05	2e-05	3e-05	6e-05
qualities		8e-05	1e-05	3e-05	3e-05	0.0	0	1e-05	1e-05	1e-05	1e-05
plopped			0	0	0	0.00013	7e-05	0	0	0	0	0
troublesome		0	0.00011	0	6e-05	0	4e-05	0	2e-05	9e-05	0
bats			0	0	0	0.00019	0	0	0	0	0	0
prefers			0	0	0	0	0	0	0.00011	0	0	0
platter			0	0	0	0	0	0	0	0	0	0.00018
addressing		0	0	0	0	0	0.00015	0	0	0	0
plentiful		0	0	0	0.00013	0	0.0001	0	0	0	0
axiom			0	0	0	0	0	0	0	0	0.00015	0
bonnet			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
defenders		0	0	0	0	0.00011	0	0	0	0	0
ginger			0	0	0	0	0	0.00015	0	0	0	0
accidental		0	0	0	0	0	0	0	8e-05	0	0
noonday			0	0	0	0	0	0.00015	0	0	0	0
haltingly		0	0	0	0	0	0.0001	7e-05	0	0	0
ladling			0	0	0	0	0.00011	0	0	0	0	0
illiterate		9e-05	0	0	0	4e-05	0	0	0.0001	0	7e-05
stew			0.00025	9e-05	0	0	0	0	0	4e-05	0	0
frolicked		0	0	0	0	0	0	0	0	0	0.00018
xxxv			0	0	0	0	0	0	0.00011	0	0	0
trade			0.00028	0	0	0	0	0	4e-05	6e-05	0	0.00015
bathing			0	0	0	0	0	0.00015	0	0	0	0
pennons			0	0	0	0	0.00011	0	0	0	0	0
apologize		7e-05	0	6e-05	0	0	0	0	5e-05	9e-05	0.00011
stamina			0	0.00025	0	0.00013	0	0	0	0	0	0
she'd			0	0.00012	4e-05	3e-05	0.00011	9e-05	6e-05	9e-05	4e-05	5e-05
frying			0	7e-05	0	0	4e-05	6e-05	0	3e-05	0	0
kivver			0	0	0	0	0	0	0.00011	0	0	0
throw			1e-05	1e-05	1e-05	1e-05	0.0	2e-05	3e-05	2e-05	1e-05	0
enemy's			0	0	0	0.00027	0	0	0	0.00011	0	0
alliances		0	0	0	0	0	0	0	8e-05	0	0
contemptuously		0	0.00028	0	0	0	0	0.00011	8e-05	0	0
cradle			0	0	0.0003	0	0	0.0001	0	0	0	0
women's			5e-05	0	5e-05	4e-05	2e-05	0	0	4e-05	3e-05	0
highest			0	0	0	0	0	0	7e-05	0	0	0.00013
1791			0.00024	0	0	0	0	0	0	0	0	0
legislature		0	0	0	0	0	0	0	0.00046	0.00023	0.00048
precisely		0	0	0.00015	0	0	0	0	6e-05	0	0
faults			0.00016	0.00013	0	0	0	0	0	0	0	0
aw'ile			0	0	0	0	0	0	0	0	0	0.00018
unloose			0	0.00018	0	0	0	0	0	0	0	0
shielding		0	0	0	0	0	0.00015	0	0	0	0
trash			0.00021	4e-05	0	0	1e-05	7e-05	4e-05	0.00011	4e-05	2e-05
clambered		0	0	0.00021	0	0	0	0	0	0	0
strengthen		0	0	0	0.00013	7e-05	0	0	0	0	0
captains		0	0	0	0	0	0	0	8e-05	0	0
rasped			0	0	0	0	0.00011	0	0	0	0	0
hemorrhaging		0	0	0	0	0.00011	0	0	0	0	0
score			0	0	0	0	0	0	0	8e-05	0	0
tattletale		0.00024	0	0	0	0	0	0	0	0	0
spile			0	0	0	0	0	0.00015	0	0	0	0
newel			0	0	0	0	0	0	0	0	0	0.00037
damp			9e-05	0	0	0	0.00013	0	0.00038	0.0001	0	0
rip			0	0	0	0	7e-05	0	0	6e-05	0	0
quickening		0.00012	0	0	0.0002	0	0	0	0	0	0.0001
dab			0	0	0	0	0	0	0	8e-05	0	0
suellen			6e-05	0.00014	2e-05	1e-05	4e-05	0.0003	0.00015	0.00022	0	3e-05
ii			0.00024	0	0	0	0	0	0	0	0	0
expectations		0	0	0	0	0	0	0	8e-05	0	0
beetrice's		0	0	0	0	0	0	0	8e-05	0	0
murderer		0	0	8e-05	0	0	0	0	0.00016	0.00012	7e-05
suggesting		0	0	0	0	0	0.0001	0	6e-05	0	0
stumble			0	0	0	0	0.00011	0	0	0	0	0
restrained		5e-05	0	0	4e-05	7e-05	0	2e-05	2e-05	3e-05	0
emerging		0	0.00025	0	0	7e-05	0	0	0	0	0
giggling		7e-05	5e-05	6e-05	0	0	0	0	2e-05	4e-05	0
obliterate		0.00024	0	0	0	0	0	0	0	0	0
respectability		0	0	0	0.0001	0	0	0	0	0.00015	0.0001
stable			0.00014	0.00011	0	0	6e-05	0	6e-05	0.00012	0	0
frequently		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deference		0	0.00014	0	0	4e-05	0	0	0.00013	6e-05	0
beach			0.00016	0.00013	0	0	0	0	0	0	0	0
enemies			0.00012	0	0	0	0	0	0	0.00017	0.00015	0
bridal			0	0	0	0.00013	0	0	0	0	0.0002	0
scuffle			0	0	0	0	0.00011	0	0	0	0	0
visit			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
magically		0	0	0	0	0.00011	0	0	0	0	0
throwing		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hitched			7e-05	0	0	0	0	4e-05	3e-05	2e-05	4e-05	0
respond			0.00012	0	0.00011	0	6e-05	0	0	0	0	0
barrier			9e-05	0	0	8e-05	0	0	0	0	6e-05	7e-05
rugged			0.00024	0	0	0	0	0	0	0	0	0
glamorous		0	0	0	0.00013	0	0	0	0	0.0001	0
toasting		0	0.00013	0	0	0	0	7e-05	0	0	0
creek			5e-05	0	5e-05	4e-05	0.0003	0.0001	0	7e-05	0	0
long			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
debated			0	0	0	0	0	0.00015	0	0	0	0
harps			0	0	0	0	0	0	0	8e-05	0	0
yielding		0	0	0	0	7e-05	0	0	0.00011	0	0
afire			0	0	0	6e-05	0	4e-05	6e-05	0	0.00013	6e-05
booth			0	0	0.00488	0	0	0	0	0	0	0
impulsive		0	0	0	0	0	0	0	6e-05	0	0.00013
envy			5e-05	0	5e-05	8e-05	0	0	5e-05	2e-05	3e-05	0
carey's			0	0	0	0	0.00021	0	0	0	0	0
stifling		0	0	0	0	7e-05	0	0	0	0	0.00013
repairs			0	0	0	0	0	0	7e-05	0	0.0001	0
aloof			0.00037	0.00014	0	0	0	0	8e-05	0	0	7e-05
depots			0	0	0.0003	0	7e-05	0	0	0	0	0
feeleep			0	0	0	0	0.00011	0	0	0	0	0
defense			5e-05	0	5e-05	0	5e-05	0	5e-05	0	0.00013	4e-05
neck			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
princess		0	0.00013	0	0	0	0	0	0	0.0001	0
injury			0	0	0	0	0	0	0	0	0	0.00018
engines			0	0	0	0	0	0	0	0	0.00015	0
horizon			0.00033	0	0	0	7e-05	0	0	0	0	0
pocket			1e-05	1e-05	3e-05	0	0.0	2e-05	1e-05	1e-05	1e-05	1e-05
bolt			0	0	0	0	0	0	7e-05	6e-05	0	0
awe			0.00016	0	0	0	0	0	0	6e-05	0	0
ws			0	0	0	0.00019	0	0	0	0	0	0
mouths			0	8e-05	5e-05	4e-05	5e-05	3e-05	0	5e-05	0	0
augment			0	0	0	0	0	0	0	0	0.00015	0
contemporary		0.00016	0	0	0	0	0	0	6e-05	0	0
undimmed		0	0	0	0	0	0	0	8e-05	0	0
harass			0	0	0	0	0	0	0.00011	0	0	0
springy			0	0	0	0	0.00011	0	0	0	0	0
derision		0	0	0	0	0	0	0	0	0	0.00018
sake			0	2e-05	0	7e-05	4e-05	1e-05	0.0001	3e-05	6e-05	5e-05
desperate		0	2e-05	0	4e-05	5e-05	4e-05	6e-05	5e-05	1e-05	7e-05
extorted		0	0	0	0.00019	0	0	0	0	0	0
emanate			0	0	0	0	0	0	0.00011	0	0	0
tara			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
foundry			0	0	0	0	0.00011	0	0	0	0	0
shaven			0	0	0.00015	0	0	0	7e-05	0	0	0
sooner			0	4e-05	5e-05	4e-05	2e-05	3e-05	0	4e-05	0	0
refused			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
blended			0.00016	0	0.00015	0	0	0	0	0	0	0
despairing		0	0	8e-05	8e-05	0	0.00012	4e-05	0	0	0
dispatch		0	0	0	0	0.00011	0	0	0	0	0
specially		0	0	0	0	6e-05	0	6e-05	4e-05	0	0
habit			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
melancholy		7e-05	0	0.00019	0	3e-05	0	3e-05	2e-05	0	0
cows			0.00014	0.00011	0	6e-05	0.00019	4e-05	0	0	0	0
upsetting		0	0	0.00011	0	0	8e-05	0	4e-05	0	0
papers			0	0	0	3e-05	3e-05	2e-05	5e-05	1e-05	2e-05	3e-05
justification		0	0	0.00021	0	0	0	0	0	0	0
perpetrators		0	0	0	0	0	0	0.00011	0	0	0
greatest		0	0	0	4e-05	2e-05	7e-05	2e-05	2e-05	6e-05	0
dump			0	0	0	0.0001	0	0	6e-05	4e-05	0	0
amendment		0	0	0	0	0	0	0	0.0004	0	0
disgustedly		0.00024	0	0	0	0	0	0	0	0	0
tangents		0	0	0	0	0	0	0	0	0	0.00018
convalescents		0	0	0.00056	0.0001	0	8e-05	0	0	0	0
skip			0	0	0.00015	0	0	0	7e-05	0	0	0
oversee			0	0.00018	0	0	0	0	0	0	0	0
lef'			0	0	8e-05	0	8e-05	6e-05	0	3e-05	0	0
bedticks		0	0	0	0	0	0	0	0	0.00015	0
gravitated		0	0	0	0	0	0	0	8e-05	0	0
macon			0	4e-05	6e-05	4e-05	0.00029	0.00022	2e-05	2e-05	1e-05	0
sawmills		0	0	0	0	0	0	0.00032	0	0	0
tolerate		0	0	0	0.0001	6e-05	0	0	0	8e-05	0
storming		0	0	0	0	0	0	0	6e-05	0.0001	0
scallops		0	0	0.00021	0	0	0	0	0	0	0
vacuum			0	0	0	0	0.00021	0	0	0	0	0
ladyhood		0.00047	0	0	0	0	0	0	0	0	0
errand			0	0	0	0	7e-05	0.0001	0	0	0	0
playmates		0.00033	0	0	0	0	0	0	6e-05	0	0
crushing		0	5e-05	0	0	0.0001	4e-05	3e-05	0	0	0.00011
sideboards		0	0.00013	0	0	0	0	0	0	0.0001	0
reconstruction's		0	0	0	0	0	0	0	0	0	0.00018
inlaid			0	0.00018	0	0	0	0	0	0	0	0
shanty			0	0	0	0	0.00015	0	0	0.00011	0	0
motions			0	0.00013	0	0	0	0	0.00015	0	0	0
careful			0.0001	0	0	4e-05	2e-05	7e-05	2e-05	4e-05	0	0
row			0.00011	3e-05	0	0	3e-05	7e-05	3e-05	1e-05	0	6e-05
droned			0	0.00018	0	0	0	0	0	0	0	0
leyden			0	0	0.00011	0	0.00011	0	0	0	8e-05	0
docks			0	0	0	0.00019	0	0	0	0	0	0
pommel			0.00016	0	0	0	0	0.00021	0	0	0	0
draped			5e-05	4e-05	9e-05	0.00013	0	0	0	2e-05	6e-05	0
undisputed		0	0.00018	0	0	0	0	0	0	0	0
comfortable		0	6e-05	0	0	5e-05	5e-05	5e-05	1e-05	4e-05	3e-05
valuation		0	0	0	0	0	0	0	0	0.00015	0
aims			0	0	0.00021	0	0	0	0	0	0	0
collects		0	0	0	0	0	0	0	8e-05	0	0
'cross			0	0	0	0	0.00015	0.0001	0	0	0	0
katie			0.00016	0	0	0	0.00022	0	0	0	0	0
impudence		0	0	0	8e-05	0	6e-05	0.00017	3e-05	0	0
bigoted			0	0	0	0.00013	0	0	0	6e-05	0	0
speculators		0	0	0	0.0012	0	0	0	0	0.0001	0
premium			0	0.00018	0	0	0	0	0	0	0	0
bounds			0	0	0	0	0	0	0	0	0.00015	0
morosely		0	7e-05	8e-05	0	0	0	0	3e-05	0	7e-05
difference		0	3e-05	3e-05	3e-05	5e-05	5e-05	8e-05	4e-05	0	0
dem			7e-05	0.00014	2e-05	0	0.00011	7e-05	7e-05	0.00012	0	9e-05
prostitution		0	0	0	0	0	0	0.00015	6e-05	0	0
sink			0	0	0	0	0	8e-05	0	8e-05	0	0.0001
sliding			0	0	8e-05	0	0	0	4e-05	3e-05	6e-05	0
sympathizers		0	0	0	0.0001	0	8e-05	0	4e-05	0	0
drinking		0	0.00011	0	0	0	9e-05	0	0.00012	9e-05	0.00017
croesus			0	0	0	0	0	0.00015	0	0	0	0
fust			0.00014	0	0	0	3e-05	0	3e-05	5e-05	0	6e-05
fambly			0	0	0	0	0	0	6e-05	4e-05	0	0.0001
kingdoms		0.00024	0	0	0	0	0	0	0	0	0
nested			0	0	0	0	0.00011	0	0	0	0	0
macintosh		9e-05	0	0	0	0.00021	0.00029	0	0.00013	0	0
improper		0	0	0	0.00038	0	0	0	0	0	0
forgetful		0	0	0	0	0	0	7e-05	0	0.0003	0
devotion		0	0	0.00019	6e-05	3e-05	0	0	2e-05	9e-05	0
animation		0	0	0	0	0	0	0	8e-05	0	0
bargained		0	0	0	0	7e-05	0	0	0	0	0.00013
monday			0	0	0.00021	0	0	0	0	0	0	0
rolled			1e-05	2e-05	1e-05	2e-05	3e-05	0	1e-05	1e-05	1e-05	1e-05
trumpeting		0	0	0.00015	0	0	0	0	0	0.0001	0
endurable		0	0	8e-05	0	0	6e-05	4e-05	3e-05	0	0
carved			0	0	3e-05	3e-05	5e-05	2e-05	0	1e-05	2e-05	6e-05
calomel			0	0	0	0.00019	0	0	0	0	0	0
unwanted		0	0	0	0	0	0.0001	0	6e-05	0	0
summed			0	0	0	0	0.00011	0	0	0	0	0
privet			0	0	0	0	0	0	0	0.00016	0	0
choosy			0	0	0	0	0	0	0	8e-05	0	0
toy			0.00016	0	0	0.00013	0	0	0	0	0	0
picking			1e-05	0	3e-05	3e-05	1e-05	3e-05	2e-05	3e-05	2e-05	1e-05
brings			0	0	0	0	0	0	0	6e-05	0	0.00013
months'			0	0	0	0	0	0	0.00011	0	0	0
case			1e-05	2e-05	1e-05	2e-05	2e-05	0	1e-05	1e-05	1e-05	1e-05
visor			0	0	0	0	0	0.00015	0	0	0	0
dining			0	9e-05	2e-05	0	3e-05	0.00011	6e-05	1e-05	8e-05	9e-05
lowlands		0	0	0	0	0	0	0	8e-05	0	0
impossible		0	3e-05	5e-05	3e-05	1e-05	1e-05	0.0	1e-05	1e-05	3e-05
europeans		0	0	0.00011	0	0	0	6e-05	4e-05	0	0
languor			0	0.00018	0	0	0	0	0	0	0	0
levi's			0	0	0	0	0	0	0.00011	0	0	0
clasped			0	7e-05	8e-05	0	0	0	0	3e-05	0	0.00015
seldom			8e-05	2e-05	2e-05	2e-05	1e-05	0	2e-05	4e-05	2e-05	3e-05
mop			0	0	0	0	0	0.00015	0	0	0	0
'twould			0.00012	0	0.00022	0	0	0	0	4e-05	0	0
insensitive		0.00012	0	0	0	0	0	0	4e-05	0	0.0001
ungallant		0	9e-05	0	0.0001	0.00011	0	0	0	0	0
brocade			0	0	0	0	0	0	8e-05	3e-05	6e-05	7e-05
arrangements		0.00019	0	0	0	0	0	4e-05	3e-05	0	7e-05
diapered		0	0	0	0	0	0	0	0	0.00015	0
arrogance		0.00014	5e-05	0	0.00017	0	0	3e-05	0	9e-05	0
clattering		0	0	0	0	7e-05	0	0	6e-05	0	0
insinuations		0	0	0	0.00019	0	0	0	0	0	0
buhnin'			0	0	0	0	7e-05	0	0	0	0	0.00013
kines'			0	0	0	0	0	0	0	0	0	0.00018
blades			0	0	0.00015	0	0	0	0	6e-05	0	0
anxiety			5e-05	0	0	4e-05	2e-05	0	5e-05	2e-05	0	0.00012
hooped			0	0	0.00021	0	0	0	0	0	0	0
wears			0	0	0	0	0	0	0	0	0.00015	0
cutlass			0	0	0	0	0	0	0	8e-05	0	0
boasted			0	0	0	0	0	0	0	6e-05	0	0.00013
inquiries		0	0	0	0	0	0	0	0	0.00015	0
deterred		0	0	0	0	0	0.00015	0	0	0	0
wust			0	0	0	0	0	0	0	8e-05	0	0
splutterings		0	0.00018	0	0	0	0	0	0	0	0
shrank			0	0	0	0	0.00016	0	3e-05	7e-05	4e-05	6e-05
dreadfully		0	0	5e-05	0	2e-05	7e-05	2e-05	4e-05	3e-05	0
steam			0	0	0	0	0	0	0	8e-05	0	0
beckoning		0	0	0	0	0	0.0001	0	0	0	0.00013
swam			0	0	0	0	7e-05	0	0	0	0	0.00013
negligent		0	0.00018	0	0	0	0	0	0	0	0
give			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sacred			0	0	5e-05	0.00025	5e-05	0	2e-05	2e-05	0.0001	0
knitting		0	0.00019	0.00033	0.0001	0	0	0	0	0	0
belles			0	9e-05	0.00011	0	6e-05	0	0	0	0	0
ceiling			0	7e-05	8e-05	0	8e-05	6e-05	0	0	0	0
cavorting		0	0	0	0	0.00011	0	0	0	0	0
bayberry		0	0	0.00021	0	0	0	0	0	0	0
sergeant		0	0	0	0	0.00017	0.00093	0	0.00013	0	0
pretenses		0	0	0.00015	0	0	0	0	0	0.0001	0
wade's			0	3e-05	3e-05	0	0.0001	0.00018	0	1e-05	0.00016	6e-05
spotted			0.00012	0	0	0	0	0	0.00011	0	8e-05	0
manufacture		0	0	0.00042	0	0	0	0	0	0	0
lifted			2e-05	4e-05	0	6e-05	6e-05	4e-05	3e-05	5e-05	0	9e-05
exteriors		0	0	0	0	0	0	0.00011	0	0	0
reserved		0	0	0	0.0001	0	0	6e-05	0	8e-05	0
elected			0.00049	0.00013	0	0	0	0	0	0	0	0
thickest		0	0.00018	0	0	0	0	0	0	0	0
argue			0	0	3e-05	0	2e-05	5e-05	3e-05	5e-05	2e-05	3e-05
turnip			0	0	0	0	0	0	0.00011	0	0	0
copperplate		0	0	0	0	0	0	0.00011	0	0	0
lounged			5e-05	4e-05	0	0	2e-05	3e-05	2e-05	0	6e-05	0
speaks			0	0.00018	0	0	0	0	0	0	0	0
galloped		0.0001	4e-05	0	0	5e-05	3e-05	0	2e-05	0	4e-05
lak			6e-05	5e-05	3e-05	0	7e-05	3e-05	0.0001	0.0001	1e-05	0.0001
lamb			0	0.00019	0	0	0	8e-05	0.00011	0	0	0
sparing			0	0	0	0	0	0	0	0	0	0.00018
pursue			0	0.00013	0	0	0	0	7e-05	0	0	0
squandered		0	0	0	0	0	0.00015	0	0	0	0
fringe			0	7e-05	8e-05	0.0003	0	0	0	0	0.00012	0
bless			0	0.00013	0	0	0	0	0	0	0	0.00013
burlesqued		0	0.00036	0	0	0	0	0	0	0	0
whut			3e-05	7e-05	2e-05	0	4e-05	3e-05	5e-05	3e-05	1e-05	0.00014
kinsmen			0	0	0	0	7e-05	0	0	0	0.0001	0
jaunts			0	0	0	0	0	0	0	0	0.00015	0
cruel			0	2e-05	3e-05	3e-05	2e-05	1e-05	0.0	1e-05	2e-05	2e-05
tactlessness		0	0	0	0.00019	0	0	0	0	0	0
schooldays		0.00024	0	0	0	0	0	0	0	0	0
subject			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
space			0	0	0.00013	0	6e-05	0	0.0001	5e-05	0	6e-05
sword			0	0	0	0	0.00013	0.00054	0	5e-05	4e-05	0.00028
flintiness		0	0	0	0	0	0.00015	0	0	0	0
retching		0	0	0	0	0	0.00015	0	0	0	0
plugs			0	0.00018	0	0	0	0	0	0	0	0
brudder			0	0	0	0	0	0.00015	0	0	0	0
shalt			0	0	0	0	0	0	0	8e-05	0	0
melly's			2e-05	1e-05	4e-05	1e-05	2e-05	1e-05	0	2e-05	4e-05	5e-05
planned			0	0.00022	0	8e-05	0	0	0	0.0001	0.00017	0
scrubbing		0	0	0	0	0	0	0.00011	0	0	0
snatchin'		0	0	0	0	0	0	0	8e-05	0	0
recruited		0.00024	0	0	0	0	0	0	0	0	0
splinter		0.00016	0	0	0	0	0	7e-05	0	0	0
definition		0	0	0	0	0.00011	0	0	0	0	0
listened		1e-05	3e-05	1e-05	0	3e-05	1e-05	2e-05	3e-05	3e-05	3e-05
agreed			4e-05	0	0	6e-05	5e-05	0	7e-05	5e-05	4e-05	3e-05
sunset			0.00021	0	0	0	2e-05	7e-05	2e-05	2e-05	6e-05	0
ternight		0.00016	0	0	0	0	0	7e-05	0	0	0
dreadful		0	2e-05	3e-05	3e-05	2e-05	1e-05	3e-05	6e-05	6e-05	5e-05
blew			0.00016	0	5e-05	0	7e-05	0	2e-05	7e-05	0	4e-05
burdened		0	0	0	0	0	0	0	0	0.00015	0
whiter			0	0	0.00011	0	6e-05	0.00015	0	0	0	0
rabbit			2e-05	4e-05	0	2e-05	2e-05	6e-05	3e-05	1e-05	1e-05	0
tissue			0	0	0	0.00019	0	0	0	0	0	0
drops			0	0	0	0	0	0	7e-05	0	0.0001	0
brenton			0	0	0	0.00019	0	0	0	0	0	0
disposed		0	0	0	0	0	0	0	8e-05	0	0
presume			0	0	0	0.00013	0	0	0	6e-05	0	0
varmint			9e-05	0	0	8e-05	8e-05	0	0	3e-05	0	0
attempted		0	0	0	0	4e-05	0	4e-05	6e-05	6e-05	0
grin			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
civilian		0	0	0	0.0002	0.00011	0	6e-05	0	0	0
house			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
makin'			0	0	0	0	0	0	0	6e-05	0	0.00013
slaved			0	0	0	0	0	0	0	8e-05	0	0
grapes			0	0	0	0	0	0	0.00011	0	0	0
glitter			0	0	8e-05	0	0	0	4e-05	0	0.00029	0.00015
spun			0	0	0	0	0	8e-05	6e-05	8e-05	0	0
whisper			1e-05	5e-05	4e-05	1e-05	0	1e-05	1e-05	1e-05	2e-05	3e-05
floundered		0	0	0	0	0	0	6e-05	4e-05	0	0.0001
voluminous		0	0.00036	0	0	0	0	0	0	0	0
sandy			0.00025	0	0	0	0	8e-05	6e-05	0	0	0
halfway			0	0	0	4e-05	2e-05	3e-05	0	2e-05	3e-05	4e-05
hoyden			0	0.00018	0	0	0	0	0	0	0	0
acted			0	9e-05	4e-05	0	2e-05	1e-05	6e-05	3e-05	0.00014	2e-05
ecstatic		0	0.00018	0	0	0	0	0	0	0	0
grew			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deaf			0	0.00038	0	0	0	0	6e-05	8e-05	0	0
respected		0.00011	0	0	6e-05	2e-05	2e-05	0	4e-05	7e-05	6e-05
adjoined		0.00024	0	0	0	0	0	0	0	0	0
organization		7e-05	0	0	0	0	0	3e-05	5e-05	4e-05	6e-05
celebration		0	0	0	0	0	0	0	0	0	0.00018
ladylike		4e-05	0.00011	0.0001	6e-05	0	2e-05	0	1e-05	2e-05	0
rustle			0	5e-05	0	0	0	0.00013	0	2e-05	4e-05	6e-05
handle			7e-05	2e-05	2e-05	2e-05	1e-05	0	4e-05	5e-05	3e-05	0
wedder			0	0	0	0	0	0	0.00021	0	0	0
imposed			0.00016	0	0	0	0	0	0	0	0	0.00013
victor			0	0	0	0.00019	0	0	0	0	0	0
yawk			0	0	0	0	0	0	0	8e-05	0	0
joined			0.00014	0.00011	0	0	0.00013	4e-05	0	7e-05	0	0
indolent		0.00016	0	0	0.00013	0	0	0	0	0	0
interpolated		0.00024	0	0	0	0	0	0	0	0	0
woe			0	0	0.00021	0	0	0	0	0	0	0
ordinary		0	0	0	0	6e-05	0	6e-05	0	8e-05	0
jingle			0	0	0	0	0	0.0001	0	0	0.0001	0
fanlike			0	0	0	0.00019	0	0	0	0	0	0
unneighborly		0	0	0	0	0	0.00015	0	0	0	0
booming			0	9e-05	0	0	0.00028	8e-05	0	0	0	0
complied		0	0	0	0	0	0	0	0	0.00015	0
uplifted		0	0	0.00021	0	0	0	0	0	0	0
hats			5e-05	0.00016	0	0.00025	0	0	2e-05	4e-05	3e-05	0
crossness		0	0	0	0	0	0	0	8e-05	0	0
spirits			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bandanna		0	0	0	0	0	0	0.00015	6e-05	0	0
nervous			2e-05	1e-05	1e-05	0	2e-05	1e-05	2e-05	3e-05	3e-05	1e-05
grown			0.00011	6e-05	0.0001	0.00012	3e-05	0	0	2e-05	0	0.00014
moss			0.00012	9e-05	0	0	0	8e-05	0	0	0	0
tactless		0	0	0	0	0	0	7e-05	6e-05	0	0
braid			0	9e-05	0.00056	0	0	0	0	4e-05	0	0
calamity		0	0	0	0.0001	0	0	6e-05	0	0	0.0001
snatch			0	0	0	0	0	0	7e-05	0	0.0002	0
moonlight		0	0.00016	0	0.00017	3e-05	0	0	0	9e-05	6e-05
threw			0	2e-05	3e-05	2e-05	2e-05	3e-05	2e-05	6e-05	3e-05	3e-05
mental			0	0	0	0.0001	0	0	0.00011	0	8e-05	0
nerved			0	0	0	0	0	0	0	0.00016	0	0
wretched		0	0	0	0.00019	0	0	0	0	0	0
